	RCC4-EV	RCC4-VHL
PHF7	29.7097920661401	36.9234435701125
PHF8	170.532997446166	89.1186774221286
PHGDH	0	6.24075809775028
PHGR1	0	0
PHIP	115.575296729988	178.793202736149
PHKA1	134.16780117929	94.4145932056659
PHKA1-AS1	0	0
PHKA1P1	16.7536689387818	0
PHKA2	276.300235284661	95.2282778296916
PHKA2-AS1	0.856826805975319	0
PHKB	444.519585358705	513.309919596776
PHKBP1	0	0
PHKBP2	0	0
PHKG1	4.32529317183237	6.23946214847205
PHKG1P1	0	0
PHKG1P2	0	0
PHKG1P4	0	0
PHKG2	270.695890301915	437.592158150737
PHLDA1	545.451253510156	1300.52952507607
PHLDA2	327.064177762194	517.059577310616
PHLDA3	737.657860980905	839.930665260196
PHLDB1	1217.96912628022	1452.25606481342
PHLDB2	1190.52310639066	1363.19585757343
PHLDB3	52.0721059074393	21.4571274899321
PHLPP1	86.6342993285574	160.184571759752
PHLPP2	110.141437755474	79.0246047263574
PHOSPHO1	35.0915677781973	47.8512690456443
PHOSPHO2	44.4611898050734	33.4481078255475
PHOX2A	0	0
PHOX2B	0	0
PHPT1	1061.28130879667	950.870231699808
PHRF1	306.415072045662	264.059670928759
PHTF1	244.503238918684	412.669128664662
PHTF2	210.126038892775	233.652069748777
PHYH	325.163438902172	350.714062682191
PHYHD1	5.25597400523233	0
PHYHIP	12.2204494662928	1.31186277303683
PHYHIPL	0	0
PHYKPL	397.332033359489	375.84869400409
PI15	0	0
PI16	0	0
PI3	0	0
PI4K2A	174.500331981535	213.635027778116
PI4K2B	201.418817569779	148.772632996493
PI4KA	242.935995638048	194.31190947171
PI4KAP1	86.5948059212879	80.3655501258438
PI4KAP2	109.359239737243	121.871508459909
PI4KB	506.746281079393	665.164281860729
PIANP	1.44490862623941	0
PIAS1	292.315635115308	331.991674040474
PIAS2	142.921140110284	197.298462699531
PIAS3	348.631103290828	376.894143910064
PIAS4	998.574939593376	818.50313496481
PIBF1	146.080690167881	162.431461937027
PICALM	5402.02779184813	4427.1600236305
PICART1	7.72062216356001	5.19384071979964
PICK1	411.309213111479	422.211870232937
PICSAR	0	0
PID1	16.8470081882335	1.10727430977613
PIDD1	74.6900325470398	70.7208669003741
PIEZO1	1059.23832394205	992.154849520384
PIEZO1P1	0	0
PIEZO1P2	0	0
PIEZO2	0	0
PIF1	27.0785510701835	51.1098953895816
PIFO	0	13.5855125159259
PIGA	204.53385764704	66.5599168133961
PIGB	193.744448597273	240.457861731833
PIGBOS1	122.079099705271	141.559760475455
PIGC	485.035986153697	460.610523359376
PIGCP1	5.05073999668486	1.69832247103408
PIGCP2	0	0
PIGF	280.5257780654	226.215950906487
PIGFP1	0	0
PIGFP2	0	0
PIGFP3	0	0
PIGG	434.00591350653	304.322223104602
PIGH	157.929680799149	91.4515576456292
PIGHP1	0	0
PIGK	398.656602339154	715.39620973047
PIGL	421.84984662276	219.856003591295
PIGM	84.5603627991859	104.439313556975
PIGN	306.100248189968	374.794858543964
PIGO	249.940119458441	193.630106744821
PIGP	346.517053545931	304.629172502765
PIGPP2	0	0
PIGPP3	0	0
PIGPP4	0	0
PIGQ	297.968344510978	423.929307955825
PIGQP1	0	0
PIGR	0	1.12095800950796
PIGS	1450.592694059	1183.84579686727
PIGT	4115.78585653048	4538.60560108903
PIGU	1353.57215158176	1069.17172388553
PIGUP1	0	0
PIGV	82.8892241597496	55.6471091030297
PIGW	288.501761230158	204.939055656616
PIGX	347.929402869758	418.678807571258
PIGY	94.5439823790023	0
PIGY-DT	0	0
PIGZ	93.1885392006187	35.0905901291523
PIH1D1	1146.99348839335	1023.88170800752
PIH1D2	29.9116364982912	25.016985808746
PIH1D3	0	0
PIK3AP1	64.876201691169	173.474817479097
PIK3C2A	354.353754174311	378.062308777839
PIK3C2B	56.5754583696243	172.843823587145
PIK3C2G	0	0
PIK3C3	395.68613253745	455.182935317555
PIK3CA	118.141419121118	172.264438969391
PIK3CB	375.617438514022	403.603105849997
PIK3CD	191.08413472034	60.9971307689329
PIK3CD-AS1	0	0
PIK3CD-AS2	23.8019153593523	49.6224886635784
PIK3CDP1	0	0
PIK3CG	0	0
PIK3IP1	50.7604366870887	37.1661672466927
PIK3IP1-AS1	8.05456323012918	0
PIK3R1	58.7895490407332	173.941454509645
PIK3R2	853.031661920885	791.821464192031
PIK3R3	15.3405254856282	379.760116680778
PIK3R4	255.309208470272	293.621360275458
PIK3R5	0	0
PIK3R6	0.423522728472915	0
PIKFYVE	109.210466386955	138.329492551017
PILRA	59.1169627516134	60.2616986116187
PILRB	327.525702484322	510.44676742155
PIM1	185.840576249222	263.687809718219
PIM2	99.6686732481517	64.4480340579878
PIM3	114.403491116255	174.750832008129
PIMREG	271.065160439038	197.750653707242
PIN1	1063.07582801693	963.1448152885
PIN1P1	0	0
PIN4	1151.12226361023	1108.15799471926
PIN4P1	0	0
PINCR	0.591122754516825	0.596479713379919
PINK1	524.485057763997	179.374759974752
PINK1-AS	34.2834733962976	35.8552764356145
PINLYP	13.3038742966167	26.0420816878206
PINX1	250.763186083509	281.309556261172
PIP	0	0
PIP4K2A	1515.21878375013	973.269095037301
PIP4K2B	619.763725984657	412.09405117245
PIP4K2C	689.144209850394	771.221340336556
PIP4P1	275.84314606536	261.569885552205
PIP4P2	228.51588541159	288.082625524952
PIP5K1A	687.725275063855	1048.00605157666
PIP5K1B	109.227569221	49.56680096077
PIP5K1C	246.447228773523	231.6620252836
PIP5K1P1	0	0
PIP5K1P2	0	0
PIP5KL1	22.2171818645111	9.79162100392702
PIPOX	2.57898341242882	1.53327951883681
PIPSL	6.17782257099379	8.17067432803392
PIR	88.0094988950797	170.86128800455
PIRT	0	0
PISD	794.57003018524	824.082920814511
PISRT1	0	0
PITHD1	370.43957971797	297.606652061004
PITPNA	1234.06080126429	1121.79410643127
PITPNA-AS1	362.525286843626	146.206443786757
PITPNB	621.057866252787	621.967490880134
PITPNC1	56.7269627500375	33.7530751836377
PITPNM1	1017.18315230815	1360.79330101815
PITPNM2	87.4376095654863	165.15909212229
PITPNM2-AS1	0	0
PITPNM3	12.7667523363458	34.9175237262766
PITRM1	457.03014382651	512.331325427096
PITRM1-AS1	1.27012269823522	2.56348296271389
PITX1	23.1503225619244	2.83218279909141
PITX2	11.9315026052593	14.7273391204288
PITX3	0	0
PIWIL1	0	0.332696861028604
PIWIL2	1.10757798327388	3.43901104861949
PIWIL3	0	0
PIWIL4	1.43313226938807	2.77847713635562
PJA1	340.942343145394	367.365505319229
PJA2	346.948168925532	412.508583418783
PJVK	55.0643077360961	30.3008378291493
PKD1	252.475057746726	270.48146170583
PKD1L1	0.716052855982585	0
PKD1L2	20.0108581656019	24.3138380349217
PKD1L3	0	0
PKD1P1	66.2463653156167	64.0294805572769
PKD1P5	8.00350652509604	7.56182592227802
PKD1P6	115.436943905992	116.191286541146
PKD2	489.817438832448	833.410248931437
PKD2L1	0	0
PKD2L2	7.01187142358558	4.04292341227158
PKDCC	65.5181874606392	203.652787881824
PKDREJ	0	0.16323243482328
PKHD1	20.9779139959867	68.7462213619142
PKHD1L1	0	0.061900636112786
PKIA	48.5286621116948	27.6067689185767
PKIA-AS1	0	0
PKIB	1.00753705706138	0
PKIG	712.257169595927	835.394404450629
PKLR	1.05353845101195	0
PKM	48252.1124035874	41267.6649553833
PKMP1	0	0
PKMP2	0	0
PKMP3	6.73007172649638	0
PKMP4	0	0
PKMP5	0	0
PKMYT1	537.922035883446	648.842334327679
PKN1	762.0609128719	910.86574495303
PKN2	434.321492753535	390.244594096614
PKN2-AS1	4.00835809426893	2.43617500420607
PKN3	81.0993535014008	99.349186895588
PKNOX1	269.900327668178	304.740566966459
PKNOX2	0	0
PKNOX2-AS1	0	0
PKP1	0	0
PKP2	186.213836401989	277.874414002309
PKP3	14.9732890943428	19.4706468852696
PKP4	1092.11709877267	1064.04693058095
PKP4-AS1	0	0
PKP4P1	0	0
PLA1A	2.19075101649399	28.1089111477331
PLA2G10	0	0
PLA2G12A	331.469406829956	63.3138878587662
PLA2G12AP1	17.9297551032781	17.5391869506986
PLA2G12AP2	0	0
PLA2G12B	0	0
PLA2G15	421.366183124512	388.146071053618
PLA2G1B	6.25289684592112	0
PLA2G2A	0	0
PLA2G2C	0	0.397170337620215
PLA2G2D	0.980381707874557	0.494652404651281
PLA2G2E	0	0
PLA2G2F	0	0
PLA2G3	0	0
PLA2G4A	0	0
PLA2G4B	1.14188049640502	13.6513772321838
PLA2G4C	106.190663721928	177.213974192168
PLA2G4C-AS1	0	0
PLA2G4D	2.83779209704673	0
PLA2G4E	0	0
PLA2G4E-AS1	0	0
PLA2G4F	0	0.226371845981426
PLA2G5	0	0
PLA2G6	339.592284551228	355.745661987203
PLA2G7	0	0
PLA2R1	0.243487799306367	7.47612174721669
PLAA	446.974839548163	368.546420040932
PLAAT1	107.550135653971	0
PLAAT2	8.60770335999882	4.34097268818533
PLAAT3	1364.84425567938	519.865002568728
PLAAT4	33.0036855630808	544.076212855661
PLAAT5	0	0
PLAC1	1.28466882322759	1.29606362668908
PLAC4	0	0
PLAC8	18.1126566456255	2.00045017555871
PLAC8L1	2.78315212553744	4.21246407078738
PLAC9	0	0
PLAC9P1	0	27.6332596464698
PLAG1	1.70137366089183	3.55053891885719
PLAGL1	1793.63113187889	634.190598601173
PLAGL2	336.901387010696	232.695544832983
PLAT	29.5565832130248	170.414547607038
PLAU	330.90722137336	767.409419883128
PLAUR	680.5357898371	941.63872759716
PLB1	10.3733240203576	8.12489682558844
PLBD1	0	0
PLBD1-AS1	0	0
PLBD2	1433.95171400864	1676.80729263972
PLCB1	10.5056143448555	4.23184613572787
PLCB1-IT1	0	0
PLCB2	0	0
PLCB2-AS1	0	0
PLCB3	281.711684316942	244.368731724269
PLCB4	3577.12950281653	2179.99236074536
PLCD1	14.3565605112775	7.46849851616831
PLCD3	627.66260112865	904.774345009595
PLCD4	0.581535095567127	0
PLCE1	33.7156709273877	98.5428205733688
PLCE1-AS1	4.00272171294698	3.11246994666245
PLCE1-AS2	0	0
PLCE1P1	0	0
PLCG1	1450.65806446093	798.111868581983
PLCG1-AS1	7.14162440803816	4.93133475864893
PLCG2	58.0430674732154	54.4806975783958
PLCH1	1.22365644809315	23.383213046614
PLCH1-AS1	0	0
PLCH1-AS2	0	0
PLCH2	0.673266717356559	0
PLCL1	0	0
PLCL2	0.644852382651091	1.95221418110013
PLCL2-AS1	0	0
PLCXD1	101.080732036858	106.05439034496
PLCXD2	1080.1914068698	1140.33226063662
PLCXD2-AS1	0	0
PLCXD3	0	0
PLCZ1	0	0
PLD1	145.198644913517	129.444788286837
PLD2	286.213700317577	194.630960749162
PLD3	2341.75387518359	1376.58463355407
PLD4	0.191501381890227	0
PLD5	1.02975330921351	0
PLD6	78.2678369629394	21.4059184353647
PLEC	490.531632263664	350.736227226464
PLEK	0	2.1552208239183
PLEK2	525.917880129257	339.366521163213
PLEKHA1	295.947440325454	323.414185987544
PLEKHA2	2690.87600219569	1172.4440922917
PLEKHA3	158.476080514242	189.954260965606
PLEKHA3P1	1.68591719252444	0
PLEKHA4	4.99271044877922	135.643332742657
PLEKHA5	509.985069748633	1086.61462942809
PLEKHA6	493.966667721749	726.985045570206
PLEKHA7	341.249361290872	68.3869956568372
PLEKHA8	147.476033502702	136.678415054405
PLEKHA8P1	76.5639065929943	85.5766002897351
PLEKHB1	0	8.1539985101156
PLEKHB2	647.679928542917	742.702852042672
PLEKHD1	1.48943797558356	0.74031102518509
PLEKHF1	133.295730964035	81.0372139554382
PLEKHF2	180.998517944505	157.432623467445
PLEKHG1	3.06559099988995	14.52345580604
PLEKHG2	122.388442131707	242.79405806084
PLEKHG3	164.226835828302	245.419498833899
PLEKHG4	697.496339150108	711.680132349397
PLEKHG4B	17.2412062386259	3.53788435531689
PLEKHG5	106.578024512503	58.6688435421389
PLEKHG6	0	0
PLEKHH1	255.551689081164	210.08239247072
PLEKHH2	43.2808811968377	106.249411653255
PLEKHH3	60.3514658441749	71.8722416017651
PLEKHJ1	1268.80605117982	733.3757335646
PLEKHM1	389.042039837373	215.674547012797
PLEKHM1P1	114.430142871234	76.9974351259741
PLEKHM2	444.645174006442	401.650243694257
PLEKHM3	32.5369118397903	31.0818759662103
PLEKHN1	69.9344568629498	27.1540061685363
PLEKHO1	493.761491820226	265.227683331913
PLEKHO2	46.2648705661113	66.9270706787634
PLEKHS1	0	1.55750233549302
PLET1	0	0
PLG	0	0
PLGLA	0	0
PLGLB1	2.33007229088828	8.70790247809036
PLGLB2	4.53833289059546	12.3224765377539
PLGRKT	399.488539969876	353.871757447048
PLIN1	0	2.33594857399759
PLIN2	1755.60721250669	1320.46292114405
PLIN3	1531.81879834862	1007.46675705568
PLIN4	0	0
PLIN5	0	0
PLK1	890.902817927152	1725.49261939436
PLK2	3088.47401077275	4944.3785262504
PLK3	95.5745491865509	155.944759347579
PLK4	197.481040140586	117.673871573511
PLK5	2.147926139852	0
PLLP	39.6168459574148	87.5635573463382
PLN	0	0
PLOD1	1753.90275917353	1068.63764031828
PLOD2	2937.93354841064	1858.23289234726
PLOD3	1409.64213695015	1602.7216077869
PLP1	0	0
PLP2	10465.7246283136	3488.81136820535
PLPBP	570.227410601853	407.480662322751
PLPP1	193.451221185476	269.164548542224
PLPP2	1467.28686140527	1258.30978456087
PLPP3	74.7041912918726	671.965728602087
PLPP4	709.967617269731	238.751325229344
PLPP5	372.347272051856	452.644589959223
PLPP6	131.630344919968	165.269514624026
PLPP7	0.485929672181857	0
PLPPR1	0	0
PLPPR2	141.888016593682	98.5564661569454
PLPPR3	0	0
PLPPR4	0	0
PLPPR5	0	6.98061172907246
PLRG1	594.821344066483	566.387237513399
PLS1	193.212362579077	460.715171263592
PLS1-AS1	0	0
PLS3	3542.21857040675	3678.96728269027
PLS3-AS1	8.07867764506327	5.83567865791737
PLSCR1	678.107942793933	1315.26101885742
PLSCR2	0	0
PLSCR3	859.195829341254	512.481160033352
PLSCR4	0	166.789605953149
PLSCR5	0	0
PLSCR5-AS1	0	0
PLTP	0	0
PLUT	0	0
PLVAP	0	0
PLXDC1	3.27795280337376	0.64212380928205
PLXDC2	29.5186974334175	683.987525849216
PLXNA1	224.456761147408	166.479626320644
PLXNA2	2.24986522884647	0.540620487872968
PLXNA3	527.359960880331	276.365395416284
PLXNA4	2.23713979060414	0.190180556579277
PLXNB1	374.184499934714	521.04601258082
PLXNB2	1903.91520300913	1672.14134161194
PLXNB3	130.286794312484	52.8571780620239
PLXNC1	0.740787079172007	6.10182471189369
PLXND1	577.676421166521	1165.03818050244
PM20D1	0	0
PM20D2	723.886108927543	225.106446801629
PMAIP1	242.050696390343	323.420132107761
PMCH	0	0
PMCHL1	0	0
PMCHL2	0	0
PMEL	19.2216873044978	13.7516417785475
PMEPA1	1916.65040323147	496.15578204633
PMF1	950.826228694987	1020.07144560684
PMF1-BGLAP	23.2264233942747	24.4109770565556
PMFBP1	0	0
PMIS2	0	0
PML	557.366079399545	811.839135079254
PMM1	370.749367631589	268.582648258224
PMM2	939.441338863908	1076.98019944838
PMM2P1	0	0
PMP2	0	0
PMP22	1019.61479567688	276.005941014276
PMPCA	601.480680175839	806.008144708431
PMPCAP1	0	0
PMPCB	1522.56587459482	1340.71449181792
PMS1	447.081562782128	350.95158350358
PMS2	254.673808163515	319.665481177584
PMS2CL	162.118829213896	120.897297648083
PMS2P1	115.184178351864	100.923193526301
PMS2P10	24.570864976126	56.7160957348654
PMS2P11	0	0
PMS2P2	6.89428217614393	4.77122784855548
PMS2P3	117.926791143701	91.375401567456
PMS2P4	132.381668739481	119.013864069116
PMS2P5	50.637366010389	66.7607889515207
PMS2P6	115.006274013575	72.9751134956108
PMS2P7	18.8942735936177	10.5647500387754
PMS2P9	3.72001167248276	11.1130699900072
PMVK	326.953057763417	267.714724345289
PNCK	1.89554796588319	0
PNISR	1189.23068996424	999.19046286147
PNKD	1463.76507216045	1356.05832163323
PNKDP1	0	0
PNKP	353.917409162555	446.606762271981
PNLDC1	0	1.49310509121189
PNLIP	0	0
PNLIPP1	0	0
PNLIPRP1	0	0
PNLIPRP2	0	0
PNLIPRP3	0	0
PNMA1	422.069142531101	264.929614997922
PNMA2	232.490289634872	132.534864992295
PNMA3	0	0
PNMA5	0	0
PNMA6A	148.565133452363	49.3684826050466
PNMA6B	0	0
PNMA6E	0	0
PNMA6F	0	0
PNMA8A	0	21.9930025164775
PNMA8B	0	0
PNMA8C	0	0.300260012917778
PNMT	0	0
PNN	1833.01252817531	1344.50131278312
PNO1	471.87770869006	593.110359605004
PNOC	0	0
PNP	843.02896386821	1451.92201482888
PNPLA1	0	0.911471620298677
PNPLA2	840.723528955471	957.846745942192
PNPLA3	130.689592202419	31.6072690500641
PNPLA4	408.885143024867	230.973056719525
PNPLA4P1	0	0
PNPLA5	0	0
PNPLA6	645.234320119433	462.270920255944
PNPLA7	5.24274497278255	5.90872826943841
PNPLA8	240.596684330353	212.023762605654
PNPO	546.434501831211	492.468558594776
PNPT1	460.215396557696	495.330910330741
PNPT1P1	0	0
PNPT1P2	0	0
PNRC1	820.661633453844	468.76116764783
PNRC2	882.289168281704	775.696386600805
PNRC2P1	0	0
POC1A	178.978872744499	121.533094175594
POC1B	173.608621592189	143.422382633659
POC1B-AS1	4.36000243413108	2.37341675460034
POC1B-GALNT4	6.31735690447585	13.9277765319202
POC5	147.553838807754	136.338361775415
PODN	0	0
PODNL1	3.34086334129016	0
PODXL	640.543088279849	717.07116699834
PODXL2	0	0
POF1B	5.92470837472176	217.238109816974
POFUT1	794.606288968177	804.343726557485
POFUT2	416.935580656297	306.589238611845
POGK	419.509721816731	782.517844323665
POGLUT1	109.402297041981	90.1320335253888
POGLUT2	1685.22980580027	2325.71774053681
POGLUT3	666.967257415456	391.728551310567
POGZ	353.467893225375	525.216434532375
POLA1	220.035262112943	123.329985024084
POLA2	460.572464219792	430.761457260231
POLB	298.259693129001	298.775636426117
POLD1	403.820399235414	319.464647155615
POLD2	2229.86233134314	2731.97136759002
POLD2P1	0	0
POLD3	394.119567172093	495.832804804888
POLD4	923.69941005692	333.792147807556
POLDIP2	1808.9587382362	1727.87577482663
POLDIP3	783.515788689374	734.271082051231
POLE	297.576373896503	266.73107978504
POLE2	321.195310237476	172.239358539242
POLE3	722.998814672017	838.90406379299
POLE4	1724.79894589103	400.008523713757
POLG	278.018188816383	271.013830046094
POLG2	177.005054617372	124.843120154875
POLH	208.476051210052	248.701871542552
POLH-AS1	1.48850826320056	0
POLHP1	0	0
POLI	103.147773199389	109.652803154801
POLK	246.88901647652	321.931048270928
POLL	367.121416854031	250.038262061487
POLM	103.508695294073	109.347778622478
POLN	23.3690567690334	0.96635888384696
POLQ	101.909648102336	89.7686341013128
POLR1A	232.125745535695	178.616210369284
POLR1B	424.354317461493	350.034241995374
POLR1C	859.328216510792	770.893217414157
POLR1D	1144.38117091819	1221.92547494857
POLR1E	292.180594391677	220.190110750068
POLR2A	765.378765831711	773.307132583702
POLR2B	760.432754061169	818.825464231613
POLR2C	639.976990283642	777.884120505145
POLR2CP1	0	0
POLR2D	376.285223802121	264.617253105715
POLR2E	3864.00606869418	3676.32895865674
POLR2F	1461.80150023854	1485.28969756687
POLR2G	1131.51786407707	765.009931678342
POLR2H	1419.914684022	1169.06985964891
POLR2I	1586.56072831591	1236.71145577384
POLR2J	2068.33206817471	2038.3963327482
POLR2J2	160.338430000449	303.050572875345
POLR2J3	4718.66042736554	4726.3898331044
POLR2J4	1258.61853405301	972.754317302682
POLR2K	1192.80957904459	1357.83259054358
POLR2KP1	0	0
POLR2KP2	0	0
POLR2L	2027.47949887723	1805.99237650281
POLR2LP1	0	0
POLR2M	310.109613472652	536.444844008144
POLR3A	129.615212698821	123.583228759511
POLR3B	89.6523394138585	119.508992925708
POLR3C	516.251408686092	794.676631032733
POLR3D	674.493821488073	521.274995383435
POLR3DP1	0	0
POLR3E	480.362476956415	766.646201048643
POLR3F	213.36755859214	192.649949812776
POLR3G	220.400426020375	344.928487710339
POLR3GL	387.863823081999	499.578955832447
POLR3GP1	0	0
POLR3GP2	0	0
POLR3H	377.256269648149	310.66745758387
POLR3K	240.772128804629	428.519960518922
POLR3KP1	0	0
POLR3KP2	0	0
POLRMT	637.273270459827	565.668290593227
POLRMTP1	17.1260962242056	9.84580311860333
POM121	813.956005415417	801.822762165943
POM121B	12.2903715850977	6.27832156874113
POM121C	1487.02546879472	1082.55262888012
POM121L10P	0	0
POM121L12	0	0
POM121L13P	0	0
POM121L14P	0	0
POM121L1P	0	0
POM121L2	0	0
POM121L3P	0	0
POM121L4P	0	0
POM121L6P	0	0
POM121L7P	0.544462814294962	0
POM121L8P	0	0
POM121L9P	0	0
POMC	0	0
POMGNT1	1032.79871770708	1572.01121186968
POMGNT2	251.321846380653	151.282067251074
POMK	38.7019702345258	45.5620318198956
POMP	740.543940014844	933.22208971935
POMT1	235.60430315471	153.092698973529
POMT2	277.454938064348	182.293294923544
POMZP3	48.2267573843232	62.7896954338024
PON1	0	0
PON2	3491.36471699417	5528.99443384667
PON3	2.97360758099679	1.74177488800981
POP1	96.3697244401285	169.296429251096
POP4	1680.6240493929	1585.61898422026
POP5	284.56518467946	516.169622259952
POP7	1380.79777152953	1142.90630177434
POPDC2	5.93632977950927	11.5343487958179
POPDC3	0	0
POR	472.549948849994	476.842021256036
PORCN	1403.37860651885	323.560704488293
POSTN	0	0
POT1	411.702520187504	370.796397626782
POT1-AS1	7.94530265611859	25.6324473674363
POTEA	0	0
POTEB	0	0
POTEB2	0	0
POTEB3	0	0
POTEC	0.190649145539143	0.384801645244231
POTED	0	0
POTEE	0	0
POTEF	0.291677891158585	0
POTEG	0	0
POTEH	0	0
POTEH-AS1	0	0
POTEI	0	0
POTEJ	0	0
POTEKP	0	0
POTEM	0.374073651102049	0.188751200757707
POU1F1	0	0
POU2AF1	10.452969381168	1.80485712493509
POU2F1	71.0959194264218	72.7151041426284
POU2F2	3.79065044458286	1.45731402143978
POU2F3	0	0.932263982983113
POU3F1	0	0
POU3F2	0.515506147366077	0
POU3F3	2.8330660590998	209.277607968943
POU3F4	0	0
POU4F1	0	0
POU4F2	0	0
POU4F3	1.01141085865722	0.510299086378066
POU5F1	587.043486484344	195.708142354374
POU5F1B	0.638964204225418	0.678753434469481
POU5F1P2	0	0
POU5F1P3	0	0
POU5F1P4	0	0
POU5F1P5	0	0
POU5F1P6	0	0
POU5F1P7	0	0
POU5F2	0.147959851953014	0.298640076319999
POU6F1	116.634277872242	42.6981554377205
POU6F2	0	0
POU6F2-AS1	0	7.02539821148165
POU6F2-AS2	0	0
PP2D1	0	0
PPA1	2299.42715005782	1976.68116984682
PPA2	384.568980503668	450.55517667733
PPAN	1015.69532196023	875.445564429501
PPAN-P2RY11	15.0523146468979	10.5687712931534
PPARA	122.390572722584	100.51024310041
PPARD	603.407334768537	267.759339305
PPARG	235.326764639376	298.61147014549
PPARGC1A	4.76649980459028	348.849534716224
PPARGC1B	19.8382221974834	29.5943548917413
PPAT	197.46087700328	181.977902796995
PPATP1	0	0
PPATP2	0	0
PPBP	0	0
PPBPP1	0	0
PPBPP2	0	0
PPCDC	96.2517478125272	133.730549724155
PPCS	1393.31373395056	1700.02317576482
PPDPF	3273.3958568665	2182.70064698184
PPDPFL	0	0
PPEF1	0.966339177089646	0
PPEF1-AS1	0	0
PPEF2	1.06851069417986	0
PPFIA1	551.787611411459	515.495804867586
PPFIA2	0	0
PPFIA2-AS1	0	0
PPFIA3	164.099852611991	82.6055222209423
PPFIA4	230.689126844871	11.791003927139
PPFIBP1	1037.06820876693	1151.64993814797
PPFIBP2	85.1758323967326	135.371011871532
PPHLN1	596.679684168038	926.660241129843
PPIA	68928.829144588	70231.7228137815
PPIAL4A	0	0
PPIAL4C	0	0
PPIAL4D	0	0
PPIAL4E	0	0
PPIAL4G	0	0
PPIAL4H	0	0
PPIAP1	0	0
PPIAP10	0	0
PPIAP11	0	0
PPIAP13	3.98368197810344	4.01555601280792
PPIAP14	0	0
PPIAP15	0	0
PPIAP16	0	0
PPIAP17	0	0
PPIAP19	7.62089114147517	0
PPIAP2	0	0
PPIAP20	0	0
PPIAP21	0	0
PPIAP22	9.96146143468818	66.0462063311239
PPIAP23	0	0
PPIAP24	0	0
PPIAP25	0	0
PPIAP26	0	0
PPIAP27	0	0
PPIAP28	0	0
PPIAP29	7.53690712287742	3.79379622161076
PPIAP3	0	0
PPIAP30	0	0
PPIAP31	3.77527145224738	0
PPIAP32	0	0
PPIAP33	0	0
PPIAP34	0	0
PPIAP35	0	0
PPIAP36	0	0
PPIAP37	0	0
PPIAP38	0	0
PPIAP39	0	0
PPIAP4	0	0
PPIAP40	18.4875244260547	7.46304790596873
PPIAP41	3.95797930451506	0
PPIAP42	0	0
PPIAP43	11.0189124253119	0
PPIAP44	0	0
PPIAP45	0	0
PPIAP46	1.1756794153287	2.67499177487397
PPIAP47	0	0
PPIAP48	0	0
PPIAP49	0	0
PPIAP5	0	0
PPIAP50	0	0
PPIAP51	0	0
PPIAP52	0	0
PPIAP53	0	0
PPIAP54	0	0
PPIAP55	3.83413386749613	15.4602174953417
PPIAP56	0	0
PPIAP57	0	0
PPIAP58	0	0
PPIAP59	0	0
PPIAP6	0	0
PPIAP60	0	0
PPIAP62	0	0
PPIAP63	0	0
PPIAP64	0	3.95148275584635
PPIAP65	0	0
PPIAP66	0	0
PPIAP67	0	4.56040739391273
PPIAP68	0	0
PPIAP69	0	0
PPIAP7	0	0
PPIAP70	0	0
PPIAP71	0	0
PPIAP72	0	0
PPIAP73	0	0
PPIAP74	0	7.73010874767084
PPIAP75	0	0
PPIAP76	0	0
PPIAP77	0	0
PPIAP78	0	0
PPIAP79	0	0
PPIAP8	0	0
PPIAP80	0	0
PPIAP81	0	0
PPIAP82	0	0
PPIAP83	0	0
PPIAP84	0	0
PPIAP85	0	0
PPIAP86	0	0
PPIAP87	0	0
PPIAP88	0	0
PPIAP89	11.7977208671471	0
PPIAP9	0	0
PPIAP90	0	0
PPIAP91	0	0
PPIB	9041.24546324028	10629.0885841774
PPIC	431.10412620712	636.196537503086
PPID	667.962088403283	569.856131627728
PPIE	796.107580776644	1014.99599366523
PPIEL	84.3854800261418	110.755903745579
PPIF	2525.88726706952	2051.54211823917
PPIG	1148.35367697869	1111.01872651862
PPIH	1106.55303347865	1825.45492370509
PPIHP1	0	0
PPIL1	1260.2461117935	893.651174238449
PPIL1P1	0	0
PPIL2	400.904278870099	422.233348686416
PPIL3	421.392583082388	385.321683008273
PPIL4	399.454063135673	377.716233146321
PPIL6	51.0798122596575	50.67941153228
PPIP5K1	99.4583645595137	128.409705975089
PPIP5K2	626.997043276469	703.499624053311
PPL	0.352864587364839	22.8613838232752
PPM1A	401.888321320482	352.374916972622
PPM1AP1	0	0
PPM1B	515.135288970299	592.462689895134
PPM1D	382.261395631043	634.864511283927
PPM1E	0	4.98915696615083
PPM1F	279.72066651073	205.388273604219
PPM1G	2513.49071458268	2694.54460018994
PPM1H	171.892546854241	281.253506454889
PPM1J	15.0192517502775	13.9807198715511
PPM1K	109.362668051655	68.9350487949823
PPM1K-DT	0	0
PPM1L	7.13594928870025	1.25606072176274
PPM1M	53.9108058349036	89.8145068941464
PPM1N	98.4457721913697	32.3446451312956
PPME1	2217.63177125469	4613.09998641642
PPOX	327.338714081291	212.381463664521
PPP1CA	3439.62285267278	2999.64199154369
PPP1CB	1441.84849729977	1409.30969697276
PPP1CC	1215.51762967831	1777.3660957219
PPP1R10	1250.8424390506	1122.79013874197
PPP1R10P1	0	0
PPP1R11	1283.26321431854	923.2766890871
PPP1R11P1	0	0
PPP1R11P2	0	0
PPP1R12A	1190.43344725272	1334.53487203317
PPP1R12A-AS1	9.52337321221491	8.40924334369274
